id,year,team,lg,g,ab,r,h,hr,sb,bb,so,avg
player17597,1994,CHC,AL,144,399,118,9,54,59,22,155,0.023
player17598,2004,ATL,AL,151,562,117,102,15,67,63,137,0.181
player17599,2004,ATL,NL,159,111,10,148,14,43,13,153,1.333
player17600,1994,ATL,AL,12,556,81,132,55,40,38,59,0.237
player17601,1989,CHC,AL,3,306,138,44,0,79,16,55,0.144
player17602,1995,HOU,AL,67,388,106,175,13,45,6,150,0.451
player17603,1994,CHC,NL,86,193,104,5,51,48,47,122,0.026
player17604,2004,CHC,AL,115,495,65,25,23,8,40,13,0.051
player17605,2000,BOS,AL,108,579,8,146,38,37,59,61,0.252
player17606,2004,CHC,AL,144,258,19,177,55,75,82,194,0.686
player17607,1987,NYY,NL,82,426,109,170,28,1,72,157,0.399
player17608,1995,BOS,NL,4,409,8,78,13,18,54,39,0.191
player17609,2004,ATL,NL,20,80,142,22,3,13,2,66,0.275
player17610,2002,HOU,AL,45,505,60,120,7,63,46,121,0.238
player17611,2005,LAD,NL,141,297,127,40,58,53,84,146,0.135
player17612,1987,HOU,AL,95,583,96,141,13,22,76,125,0.242
player17613,2004,BOS,NL,130,29,149,112,50,4,74,140,3.862
player17614,2002,BOS,NL,94,220,76,17,46,27,86,109,0.077
player17615,2003,ATL,AL,31,370,13,148,18,50,77,194,0.4
player17616,2002,CHC,AL,28,249,124,88,16,9,81,71,0.353
player17617,1987,CHC,AL,73,23,105,66,32,10,9,99,2.87
player17618,2004,BOS,AL,59,328,14,80,32,75,25,178,0.244
player17619,1986,CHC,AL,139,339,32,14,30,70,69,174,0.041
player17620,1996,BOS,AL,49,427,130,13,27,23,22,6,0.03
player17621,1995,HOU,AL,118,274,6,163,47,68,47,117,0.595
player17622,1990,LAD,NL,17,260,45,142,50,44,4,70,0.546
player17623,2001,HOU,NL,126,500,40,85,25,7,27,195,0.17
player17624,1990,LAD,NL,132,563,52,127,47,33,75,195,0.226
player17625,1997,ATL,AL,161,366,55,76,52,33,74,114,0.208
player17626,1989,NYY,NL,81,135,68,15,46,49,88,40,0.111
player17627,1991,NYY,AL,106,237,25,144,57,45,31,47,0.608
player17628,2004,HOU,NL,90,3,115,133,3,1,45,145,44.333
player17629,1994,CHC,NL,84,357,1,36,44,41,92,42,0.101
player17630,1997,NYY,AL,42,72,49,155,43,65,72,163,2.153
player17631,2000,LAD,NL,48,40,124,199,50,60,21,114,4.975
player17632,2001,ATL,NL,42,495,0,151,28,1,11,67,0.305
player17633,1998,LAD,NL,54,424,67,195,21,30,57,86,0.46
player17634,1992,BOS,NL,97,542,105,95,18,46,67,27,0.175
player17635,2005,CHC,NL,145,94,119,115,19,60,6,178,1.223
player17636,1989,CHC,AL,137,59,121,66,31,7,24,131,1.119
player17637,1996,NYY,AL,8,434,57,37,53,51,51,136,0.085
player17638,1993,BOS,NL,112,454,57,57,50,71,3,89,0.126
player17639,1991,NYY,AL,110,24,137,90,9,20,63,193,3.75
player17640,1995,NYY,AL,70,575,142,22,42,42,79,114,0.038
player17641,1992,NYY,NL,137,437,17,19,29,14,96,51,0.043
player17642,1992,BOS,AL,111,361,139,66,37,57,68,40,0.183
player17643,1989,NYY,AL,111,334,125,82,33,68,67,142,0.246
player17644,1988,CHC,AL,5,176,64,39,9,12,92,91,0.222
player17645,1992,NYY,NL,72,51,69,125,47,15,18,83,2.451
player17646,1989,BOS,NL,64,30,45,0,26,37,97,194,0.0
player17647,1998,BOS,NL,35,183,143,148,19,2,79,68,0.809
player17648,2005,LAD,NL,60,116,148,49,15,64,39,152,0.422
player17649,2002,NYY,NL,89,72,54,9,30,58,56,114,0.125
player17650,1992,BOS,NL,100,146,12,29,58,46,65,164,0.199
player17651,2002,HOU,NL,39,123,133,28,37,69,8,131,0.228
player17652,1989,NYY,AL,113,442,102,2,51,38,32,91,0.005
player17653,1996,ATL,NL,134,177,115,139,1,50,82,68,0.785
player17654,1988,CHC,AL,88,9,129,92,4,49,61,85,10.222
player17655,1996,CHC,NL,119,162,119,196,32,0,28,142,1.21
player17656,1988,HOU,NL,149,557,48,43,40,23,17,180,0.077
player17657,1997,NYY,NL,18,328,67,76,16,12,77,83,0.232
player17658,1986,CHC,NL,112,353,83,2,38,29,6,137,0.006
player17659,1989,CHC,AL,1,90,48,145,41,51,75,99,1.611
player17660,1999,ATL,NL,17,346,135,57,4,0,7,47,0.165
player17661,1986,CHC,AL,121,415,1,71,2,28,78,85,0.171
player17662,1999,CHC,AL,114,236,131,166,43,71,54,178,0.703
player17663,1998,BOS,AL,134,538,118,56,29,33,14,70,0.104
player17664,1998,CHC,NL,58,25,102,142,2,61,54,36,5.68
player17665,2000,NYY,NL,72,171,81,16,32,65,7,167,0.094
player17666,2002,CHC,AL,123,482,32,96,37,17,55,197,0.199
player17667,1997,NYY,NL,124,311,9,15,20,61,19,115,0.048
player17668,1999,CHC,NL,48,221,60,41,41,60,2,84,0.186
player17669,1997,NYY,NL,56,489,102,99,16,18,74,121,0.202
player17670,2003,CHC,AL,137,420,81,63,55,51,58,100,0.15
player17671,1989,HOU,AL,121,593,108,119,43,45,26,33,0.201
player17672,1999,NYY,AL,31,219,120,3,37,76,44,105,0.014
player17673,2004,CHC,AL,65,231,102,149,55,65,97,1,0.645
player17674,1998,ATL,AL,105,257,51,116,16,7,46,140,0.451
player17675,2003,BOS,NL,61,328,83,121,35,9,29,21,0.369
player17676,1996,BOS,AL,138,438,31,69,40,23,35,46,0.158
player17677,1991,BOS,AL,126,190,125,196,39,26,97,45,1.032
player17678,1994,BOS,AL,77,319,127,119,5,19,34,172,0.373
player17679,1997,ATL,AL,142,64,27,142,36,18,1,95,2.219
player17680,2004,HOU,NL,23,245,25,28,58,58,20,39,0.114
player17681,1999,HOU,NL,127,136,145,114,33,18,86,98,0.838
player17682,2000,ATL,AL,156,166,109,82,48,2,14,9,0.494
player17683,1996,CHC,NL,93,162,10,66,57,57,71,81,0.407
player17684,1991,ATL,AL,58,396,73,187,14,64,21,27,0.472
player17685,1999,BOS,AL,97,436,61,31,39,36,42,75,0.071
player17686,1988,HOU,AL,130,0,129,32,34,38,56,79,inf
player17687,2004,LAD,NL,12,177,96,98,51,36,70,37,0.554
player17688,2005,CHC,NL,104,480,111,82,7,23,21,94,0.171
player17689,1996,NYY,AL,92,243,13,0,2,22,36,39,0.0
player17690,2002,HOU,AL,35,237,136,79,50,73,25,37,0.333
player17691,2002,BOS,AL,74,116,6,64,22,25,9,10,0.552
player17692,1988,HOU,NL,111,347,22,153,4,79,79,131,0.441
player17693,1999,BOS,AL,108,6,56,170,42,0,64,70,28.333
player17694,1992,BOS,AL,121,173,147,26,5,6,96,40,0.15
player17695,2004,HOU,NL,64,115,56,185,23,12,34,134,1.609
player17696,1988,HOU,AL,18,254,53,53,43,52,67,87,0.209
player17697,1987,HOU,NL,139,471,98,45,21,60,23,76,0.096
player17698,2002,ATL,AL,65,590,37,24,10,35,14,144,0.041
player17699,1994,HOU,NL,151,535,46,18,32,20,4,97,0.034
player17700,1991,NYY,AL,4,550,110,136,40,19,27,168,0.247
player17701,1994,CHC,AL,7,194,7,157,23,19,57,161,0.809
player17702,1990,BOS,NL,145,203,18,172,55,73,88,8,0.847
player17703,1987,HOU,AL,75,168,33,182,23,63,8,147,1.083
player17704,2000,NYY,NL,55,156,6,138,25,0,0,81,0.885
player17705,1994,LAD,AL,122,489,104,162,54,43,62,9,0.331
player17706,2004,HOU,NL,27,505,20,144,25,62,18,150,0.285
player17707,1995,ATL,AL,140,3,43,57,0,32,53,116,19.0
player17708,1989,BOS,NL,136,582,24,27,38,77,79,93,0.046
player17709,1995,NYY,NL,116,557,46,97,34,18,16,130,0.174
player17710,1993,HOU,AL,23,109,129,129,11,40,48,173,1.183
player17711,1998,NYY,AL,26,197,71,76,51,52,1,37,0.386
player17712,1992,BOS,NL,160,392,82,20,5,23,54,80,0.051
player17713,1992,NYY,NL,6,431,105,169,52,74,51,82,0.392
player17714,1989,NYY,NL,121,99,100,116,34,54,53,171,1.172
player17715,2000,HOU,AL,59,51,82,121,37,75,84,84,2.373
player17716,1997,HOU,NL,8,412,52,86,21,52,23,52,0.209
player17717,2001,CHC,NL,40,2,103,66,41,37,73,149,33.0
player17718,1991,ATL,NL,84,158,135,18,9,36,69,119,0.114
player17719,1994,CHC,AL,161,343,34,4,34,2,13,145,0.012
player17720,1988,ATL,AL,58,62,45,33,24,46,19,3,0.532
player17721,1993,ATL,AL,116,151,70,50,1,5,78,53,0.331
player17722,1992,CHC,NL,131,175,1,169,7,44,81,4,0.966
player17723,1989,BOS,NL,79,99,91,42,46,38,28,108,0.424
player17724,1998,NYY,AL,155,536,37,32,2,71,79,188,0.06
player17725,2004,LAD,AL,65,183,35,72,47,4,53,153,0.393
player17726,1992,CHC,AL,57,358,124,66,51,8,57,184,0.184
player17727,1995,CHC,AL,17,246,17,93,30,31,79,168,0.378
player17728,1997,BOS,NL,52,532,137,20,31,22,68,23,0.038
player17729,1988,NYY,AL,58,130,25,146,4,38,26,114,1.123
player17730,1997,HOU,AL,76,9,127,109,52,79,58,122,12.111
player17731,2004,CHC,NL,103,177,58,62,0,65,54,32,0.35
player17732,2000,LAD,NL,26,508,95,66,44,6,27,70,0.13
player17733,1993,NYY,AL,27,125,0,10,19,51,31,43,0.08
player17734,1997,CHC,AL,24,524,142,152,1,69,5,93,0.29
player17735,2005,HOU,AL,81,43,89,190,7,25,64,193,4.419
player17736,1991,CHC,AL,139,384,117,38,37,3,51,127,0.099
player17737,1995,HOU,NL,86,249,67,122,23,51,42,151,0.49
player17738,1987,ATL,AL,136,54,6,59,50,37,10,46,1.093
player17739,1998,ATL,AL,32,271,115,172,39,46,71,91,0.635
player17740,1992,CHC,AL,29,559,47,0,13,62,20,26,0.0
player17741,1993,BOS,AL,106,290,148,122,39,0,77,94,0.421
player17742,2001,ATL,NL,96,50,59,174,24,58,24,13,3.48
player17743,1996,CHC,AL,121,346,142,49,16,25,13,157,0.142
player17744,1989,HOU,NL,104,427,6,127,28,63,27,31,0.297
player17745,2002,NYY,AL,133,384,105,70,35,27,40,122,0.182
player17746,2001,HOU,AL,141,349,8,144,8,66,10,161,0.413
player17747,2004,LAD,AL,128,290,93,30,0,43,8,46,0.103
player17748,1996,ATL,NL,89,510,107,154,45,44,18,173,0.302
player17749,1992,CHC,NL,42,350,83,101,38,12,23,162,0.289
player17750,1998,ATL,AL,10,523,108,158,3,1,45,102,0.302
player17751,2004,HOU,NL,154,546,149,111,24,8,40,36,0.203
player17752,2002,HOU,NL,26,225,34,89,27,68,84,28,0.396
player17753,1998,NYY,AL,151,351,89,145,48,65,82,73,0.413
player17754,1997,BOS,NL,76,428,130,107,7,23,41,56,0.25
player17755,1992,CHC,NL,39,469,50,72,48,68,84,185,0.154
player17756,1986,NYY,NL,52,522,20,91,5,31,48,10,0.174
player17757,1986,LAD,NL,123,283,28,198,49,77,76,48,0.7
player17758,2005,CHC,NL,58,19,0,175,26,16,85,41,9.211
player17759,1999,LAD,AL,76,371,148,25,40,73,1,181,0.067
player17760,2000,BOS,AL,100,313,110,116,45,52,83,105,0.371
player17761,1996,CHC,AL,160,420,68,111,44,75,57,48,0.264
player17762,1994,CHC,NL,18,412,66,95,5,74,67,113,0.231
player17763,2002,NYY,AL,42,75,56,28,49,9,96,105,0.373
player17764,1989,ATL,NL,2,348,89,98,8,72,51,163,0.282
player17765,2005,CHC,AL,33,419,99,55,37,26,30,185,0.131
player17766,2004,BOS,NL,59,546,61,90,59,9,92,128,0.165
player17767,1992,CHC,NL,100,273,129,57,39,31,68,8,0.209
player17768,1986,CHC,NL,73,440,46,67,4,4,3,128,0.152
player17769,1994,CHC,AL,159,85,68,30,26,9,51,119,0.353
player17770,1998,CHC,NL,85,594,66,97,39,9,2,163,0.163
player17771,1987,BOS,AL,22,545,8,173,40,45,33,136,0.317
player17772,1987,NYY,NL,17,456,55,140,0,58,69,180,0.307
player17773,2000,ATL,NL,131,329,40,64,18,51,95,56,0.195
player17774,2002,BOS,AL,32,82,85,33,55,7,80,188,0.402
player17775,1998,BOS,AL,33,520,19,30,47,14,25,101,0.058
player17776,1992,LAD,NL,10,539,59,169,56,70,55,141,0.314
player17777,1994,ATL,NL,5,221,40,117,35,74,19,50,0.529
player17778,1997,NYY,NL,68,209,35,60,51,31,43,53,0.287
player17779,1988,HOU,AL,102,435,67,90,23,42,15,108,0.207
player17780,2000,NYY,NL,73,537,95,89,45,57,64,28,0.166
player17781,1992,HOU,NL,143,146,142,189,0,70,30,188,1.295
player17782,1986,LAD,NL,52,218,41,142,2,76,27,196,0.651
player17783,1999,LAD,NL,8,67,99,26,23,38,89,4,0.388
player17784,2004,BOS,AL,98,304,12,41,24,61,94,12,0.135
player17785,2001,NYY,AL,30,25,69,63,38,46,95,60,2.52
player17786,1995,HOU,AL,74,322,30,166,13,34,37,175,0.516
player17787,1986,NYY,AL,78,99,147,119,32,49,21,115,1.202
player17788,1990,HOU,NL,124,492,143,128,23,12,8,94,0.26
player17789,1988,NYY,NL,141,253,19,93,25,40,24,57,0.368
player17790,2002,BOS,AL,59,469,65,75,10,76,35,33,0.16
player17791,2003,HOU,NL,62,28,143,8,2,40,46,82,0.286
player17792,2004,NYY,NL,29,126,34,195,19,8,76,86,1.548
player17793,2003,CHC,NL,93,190,98,30,43,38,29,116,0.158
player17794,2001,LAD,AL,62,120,3,48,8,58,36,103,0.4
player17795,1987,LAD,AL,135,235,32,167,55,22,93,115,0.711
player17796,2000,HOU,AL,134,36,116,2,45,24,76,22,0.056
player17797,1998,LAD,NL,62,268,119,144,40,26,66,1,0.537
player17798,1998,LAD,NL,68,224,51,161,19,69,44,163,0.719
player17799,2001,CHC,NL,17,46,20,169,58,7,80,107,3.674
player17800,1993,ATL,AL,152,498,103,159,7,38,0,2,0.319
player17801,1996,NYY,AL,140,455,25,166,59,32,74,40,0.365
player17802,1993,HOU,AL,57,480,46,181,19,55,67,82,0.377
player17803,1995,LAD,AL,157,352,134,104,16,22,12,93,0.295
player17804,1986,NYY,NL,88,431,102,170,35,34,20,168,0.394
player17805,1997,NYY,NL,62,487,100,193,10,67,39,103,0.396
player17806,1994,CHC,AL,98,493,122,10,32,12,31,120,0.02
player17807,1990,NYY,AL,78,117,78,7,45,16,89,166,0.06
player17808,1994,LAD,NL,27,172,3,34,12,39,0,72,0.198
player17809,2001,HOU,NL,133,236,81,26,5,75,20,114,0.11
player17810,2003,NYY,AL,40,23,105,92,1,13,75,39,4.0
player17811,1993,CHC,AL,137,85,116,72,40,37,8,31,0.847
player17812,1996,HOU,AL,144,570,115,72,39,64,51,167,0.126
player17813,2005,HOU,NL,13,258,141,144,46,34,46,17,0.558
player17814,2004,HOU,NL,143,66,51,129,21,52,35,117,1.955
player17815,1989,LAD,NL,153,13,0,149,45,9,8,151,11.462
player17816,2005,CHC,NL,144,95,144,60,24,77,41,145,0.632
player17817,1995,BOS,NL,44,456,39,1,35,73,60,3,0.002
player17818,1998,ATL,AL,116,216,112,89,45,0,85,133,0.412
player17819,2005,NYY,AL,118,189,101,144,55,71,66,49,0.762
player17820,1999,NYY,AL,95,460,38,194,34,42,1,153,0.422
player17821,1987,NYY,AL,47,350,47,149,24,17,95,181,0.426
player17822,1989,BOS,AL,161,148,120,160,11,68,59,56,1.081
player17823,1992,HOU,NL,84,423,80,54,20,39,9,101,0.128
player17824,2004,HOU,AL,154,50,133,197,5,61,98,128,3.94
player17825,2002,ATL,AL,40,84,133,181,29,14,91,86,2.155
player17826,2001,CHC,AL,71,200,81,169,21,68,47,72,0.845
player17827,1998,BOS,NL,106,9,40,39,16,59,3,91,4.333
player17828,2003,BOS,AL,95,491,131,75,20,33,74,141,0.153
player17829,1997,LAD,NL,23,267,8,16,10,34,21,149,0.06
player17830,1986,HOU,AL,47,211,66,32,14,60,48,196,0.152
player17831,2000,BOS,AL,44,497,26,166,13,58,30,78,0.334
player17832,1988,BOS,NL,82,447,66,111,24,1,41,142,0.248
player17833,1991,NYY,AL,12,383,45,112,13,22,59,34,0.292
player17834,1999,HOU,AL,94,254,125,152,7,20,31,158,0.598
player17835,1991,LAD,NL,79,422,111,57,56,4,33,88,0.135
player17836,1986,CHC,AL,141,352,135,95,0,17,74,73,0.27
player17837,2005,ATL,NL,81,191,13,77,2,33,16,165,0.403
player17838,1991,CHC,NL,120,198,100,95,47,26,59,178,0.48
player17839,1993,LAD,NL,101,256,56,173,17,50,19,162,0.676
player17840,2000,NYY,NL,113,13,28,95,22,27,63,119,7.308
player17841,1999,ATL,NL,27,404,130,133,53,78,47,118,0.329
player17842,2001,CHC,AL,148,573,142,93,1,16,98,185,0.162
player17843,2005,HOU,AL,18,556,100,33,51,0,63,53,0.059
player17844,2001,HOU,AL,64,437,141,139,31,26,12,133,0.318
player17845,2004,ATL,NL,9,382,103,117,55,58,24,45,0.306
player17846,1986,ATL,AL,118,368,10,47,47,73,94,110,0.128
player17847,1989,ATL,NL,123,243,124,49,5,38,79,80,0.202
player17848,1995,BOS,AL,25,155,25,109,19,53,20,62,0.703
player17849,2005,LAD,NL,113,418,24,148,5,73,73,71,0.354
player17850,2003,HOU,NL,129,6,61,45,4,53,96,36,7.5
player17851,1987,HOU,AL,59,539,148,38,16,71,38,189,0.071
player17852,1989,LAD,AL,18,89,50,58,11,72,45,158,0.652
player17853,2000,NYY,AL,47,190,97,8,31,35,49,198,0.042
player17854,1989,HOU,NL,79,517,66,114,28,17,94,53,0.221
player17855,2001,CHC,AL,161,375,112,100,46,4,14,63,0.267
player17856,2000,NYY,NL,22,266,6,109,4,45,8,33,0.41
player17857,2003,CHC,AL,88,37,10,146,7,77,75,119,3.946
player17858,1992,ATL,NL,65,449,89,134,34,31,45,144,0.298
player17859,2000,HOU,NL,139,446,22,96,14,75,80,189,0.215
player17860,1996,CHC,AL,107,31,147,74,13,68,22,63,2.387
player17861,2004,CHC,AL,154,222,118,73,54,27,34,197,0.329
player17862,1993,ATL,AL,90,162,73,77,47,16,31,12,0.475
player17863,1986,NYY,NL,38,6,43,180,23,53,2,77,30.0
player17864,1988,CHC,NL,126,212,119,20,43,13,87,21,0.094
player17865,1990,HOU,AL,49,79,109,54,37,39,11,89,0.684
player17866,2003,NYY,AL,105,336,21,110,51,79,60,199,0.327
player17867,1997,NYY,AL,145,352,7,40,25,13,24,100,0.114
player17868,1997,LAD,NL,57,358,102,38,26,1,67,187,0.106
player17869,2004,HOU,NL,14,470,12,102,57,6,96,109,0.217
player17870,1994,HOU,AL,83,322,76,26,0,21,0,75,0.081
player17871,1996,ATL,AL,8,175,134,40,9,17,32,10,0.229
player17872,2002,ATL,NL,23,162,28,188,16,7,54,52,1.16
player17873,2001,BOS,NL,44,589,8,23,46,42,48,50,0.039
player17874,1989,HOU,AL,66,258,89,192,46,37,83,50,0.744
player17875,1995,NYY,AL,3,517,133,59,8,73,48,96,0.114
player17876,2000,BOS,AL,141,419,32,77,6,54,7,82,0.184
player17877,2004,HOU,NL,69,85,28,177,59,49,61,137,2.082
player17878,1988,ATL,AL,82,131,82,57,27,48,83,194,0.435
player17879,1990,ATL,NL,1,521,31,137,32,35,62,97,0.263
player17880,1996,HOU,AL,21,494,148,95,23,29,67,188,0.192
player17881,1990,BOS,AL,83,48,16,114,31,78,30,109,2.375
player17882,1992,ATL,AL,56,12,97,10,49,15,66,159,0.833
player17883,1991,ATL,AL,102,365,60,93,26,78,45,183,0.255
player17884,1998,LAD,AL,130,374,74,113,20,69,71,180,0.302
player17885,1987,CHC,AL,31,357,59,57,21,70,80,109,0.16
player17886,2004,HOU,NL,141,175,117,125,41,78,46,158,0.714
player17887,1996,LAD,NL,14,217,86,35,22,23,6,173,0.161
player17888,2005,CHC,AL,76,293,97,192,22,66,9,152,0.655
player17889,1990,HOU,NL,13,433,144,85,16,52,38,90,0.196
player17890,1994,LAD,NL,88,173,12,121,4,55,70,160,0.699
player17891,1991,LAD,NL,95,201,80,157,13,47,49,51,0.781
player17892,2002,HOU,NL,142,590,5,134,12,77,3,35,0.227
player17893,2004,NYY,AL,114,400,55,96,7,20,64,169,0.24
player17894,1993,BOS,AL,94,435,66,11,30,8,23,59,0.025
player17895,1992,HOU,AL,155,268,55,164,4,55,20,102,0.612
player17896,1990,LAD,AL,100,335,110,80,30,40,37,161,0.239
player17897,2000,NYY,AL,70,486,14,8,11,42,5,18,0.016
player17898,1995,LAD,NL,126,108,45,174,11,11,28,71,1.611
player17899,2001,BOS,NL,118,555,17,73,44,23,54,81,0.132
player17900,1994,NYY,AL,127,526,9,131,51,43,65,75,0.249
player17901,1992,HOU,AL,70,515,132,195,23,19,82,76,0.379
player17902,1996,CHC,AL,143,235,128,90,47,34,37,11,0.383
player17903,1994,BOS,AL,56,563,52,78,26,34,46,66,0.139
player17904,2002,ATL,NL,88,201,43,184,19,48,11,85,0.915
player17905,1994,HOU,NL,13,557,24,30,35,4,16,165,0.054
player17906,1988,HOU,NL,135,570,42,112,24,47,25,13,0.196
player17907,1993,HOU,NL,109,173,110,169,34,46,44,181,0.977
player17908,2004,NYY,AL,149,543,82,189,56,54,84,185,0.348
player17909,2005,ATL,AL,102,148,50,11,27,72,25,189,0.074
player17910,2001,NYY,AL,102,284,53,9,22,69,20,112,0.032
player17911,1992,CHC,NL,142,553,18,180,29,70,43,111,0.325
player17912,1992,NYY,AL,3,501,11,19,25,0,41,44,0.038
player17913,2005,HOU,AL,63,597,31,112,20,21,84,8,0.188
player17914,1998,LAD,AL,109,507,128,58,0,35,77,195,0.114
player17915,1988,ATL,NL,12,16,0,150,31,62,34,64,9.375
player17916,1997,ATL,AL,55,401,23,66,26,4,15,186,0.165
player17917,1993,NYY,NL,118,237,76,134,19,46,12,3,0.565
player17918,1998,LAD,NL,148,444,48,47,43,49,36,154,0.106
player17919,2005,LAD,NL,124,71,91,194,27,55,61,184,2.732
player17920,2001,NYY,AL,91,25,89,25,53,35,70,186,1.0
player17921,1992,BOS,AL,69,88,16,14,10,14,31,171,0.159
player17922,1989,CHC,AL,55,483,24,65,0,48,57,1,0.135
player17923,1997,NYY,NL,75,234,62,182,36,38,1,24,0.778
player17924,2002,HOU,NL,60,38,1,139,46,69,47,79,3.658
player17925,1986,LAD,AL,42,43,106,53,8,15,53,53,1.233
player17926,2002,CHC,NL,134,359,29,94,12,53,64,33,0.262
player17927,1987,NYY,NL,69,63,113,133,53,29,71,149,2.111
player17928,1991,CHC,AL,22,472,76,70,45,57,44,137,0.148
player17929,1997,BOS,AL,65,597,74,46,44,73,34,3,0.077
player17930,1996,LAD,NL,84,283,58,31,19,73,93,139,0.11
player17931,1996,BOS,AL,88,594,72,24,41,66,32,99,0.04
player17932,2003,BOS,AL,148,506,21,116,54,40,21,85,0.229
player17933,1993,LAD,NL,47,330,67,127,51,17,90,53,0.385
player17934,1992,HOU,NL,24,303,115,117,28,62,71,25,0.386
player17935,1999,BOS,NL,72,567,146,58,18,28,45,18,0.102
player17936,2001,NYY,AL,98,540,63,190,34,71,21,177,0.352
player17937,1997,NYY,AL,39,456,8,18,59,59,6,94,0.039
player17938,1994,CHC,NL,55,286,62,120,40,71,61,168,0.42
player17939,2005,NYY,NL,116,70,144,102,7,2,42,98,1.457
player17940,2001,NYY,AL,77,136,118,164,30,9,94,162,1.206
player17941,2004,CHC,NL,108,62,43,47,20,71,96,108,0.758
player17942,2001,ATL,AL,147,588,106,141,34,56,53,140,0.24
player17943,1994,LAD,NL,58,529,39,25,12,70,6,175,0.047
player17944,1998,NYY,AL,154,147,103,52,41,18,78,65,0.354
player17945,1990,CHC,AL,101,185,11,197,23,13,54,17,1.065
player17946,2004,BOS,AL,91,587,50,134,43,49,3,105,0.228
player17947,1995,BOS,AL,88,539,49,9,35,32,74,95,0.017
player17948,1992,HOU,NL,142,43,78,72,50,63,22,128,1.674
player17949,1994,NYY,NL,131,361,23,3,15,39,40,163,0.008
player17950,1999,LAD,AL,127,112,53,117,36,64,70,178,1.045
player17951,2000,CHC,AL,142,160,52,22,59,73,46,33,0.138
player17952,1998,HOU,AL,8,8,48,74,8,31,56,43,9.25
player17953,1995,HOU,NL,15,317,123,88,53,31,44,33,0.278
player17954,1999,CHC,NL,3,324,116,96,38,19,91,63,0.296
player17955,1997,CHC,NL,109,117,89,135,45,35,65,192,1.154
player17956,2004,CHC,NL,139,385,126,93,46,33,60,163,0.242
player17957,1991,CHC,AL,9,205,124,116,9,32,16,32,0.566
player17958,1997,LAD,NL,4,28,33,66,53,77,23,184,2.357
player17959,1998,CHC,AL,113,207,145,114,50,21,46,112,0.551
player17960,1993,LAD,NL,80,303,87,178,26,29,44,10,0.587
player17961,2001,LAD,NL,134,584,71,133,50,62,58,159,0.228
player17962,1987,LAD,NL,5,372,128,165,49,46,95,124,0.444
player17963,1992,BOS,NL,49,441,9,19,31,7,34,164,0.043
player17964,1997,ATL,NL,83,403,99,120,9,27,64,82,0.298
player17965,1992,HOU,AL,69,507,40,140,48,72,18,120,0.276
player17966,2004,NYY,AL,156,242,6,122,11,44,22,172,0.504
player17967,1999,BOS,AL,120,233,50,100,40,79,79,86,0.429
player17968,1994,ATL,NL,12,426,92,29,43,55,31,172,0.068
player17969,2003,HOU,NL,54,371,25,166,49,54,34,15,0.447
player17970,1996,BOS,AL,104,388,118,20,19,64,40,93,0.052
player17971,2001,HOU,NL,80,467,39,60,59,4,81,1,0.128
player17972,2004,LAD,NL,73,592,95,18,18,54,7,72,0.03
player17973,1996,LAD,AL,161,97,32,88,51,11,84,191,0.907
player17974,2003,CHC,NL,1,410,81,33,19,9,11,134,0.08
player17975,1996,LAD,NL,137,296,102,167,9,78,99,152,0.564
player17976,1989,BOS,AL,18,379,85,3,36,44,93,137,0.008
player17977,2003,HOU,NL,102,473,14,140,0,65,99,54,0.296
player17978,2004,NYY,NL,85,20,104,61,29,79,35,3,3.05
player17979,1998,HOU,AL,115,104,140,55,31,72,47,98,0.529
player17980,1989,LAD,AL,63,578,21,113,6,79,49,116,0.196
player17981,1995,HOU,NL,3,99,85,118,14,75,5,92,1.192
player17982,1990,ATL,AL,112,476,63,194,21,77,84,12,0.408
player17983,1988,HOU,NL,146,82,92,138,47,37,76,117,1.683
player17984,2001,BOS,NL,20,532,130,164,10,32,45,189,0.308
player17985,1993,ATL,NL,93,470,18,62,4,60,75,58,0.132
player17986,1992,CHC,NL,36,523,48,111,1,70,54,142,0.212
player17987,2004,CHC,AL,4,267,99,147,35,46,89,77,0.551
player17988,1999,HOU,AL,120,166,13,97,30,6,30,85,0.584
player17989,2000,NYY,AL,109,273,114,60,13,10,92,107,0.22
player17990,2002,BOS,AL,78,248,133,135,40,74,25,152,0.544
player17991,1986,NYY,NL,17,381,41,55,41,11,66,189,0.144
player17992,1991,ATL,AL,49,337,2,169,46,65,8,66,0.501
player17993,2000,NYY,NL,109,56,136,22,35,69,6,168,0.393
player17994,1997,ATL,NL,116,304,2,59,8,77,14,90,0.194
player17995,2005,NYY,NL,10,142,80,189,53,47,70,82,1.331
player17996,1987,CHC,NL,157,518,26,5,59,24,7,60,0.01
player17997,1990,BOS,NL,120,220,50,135,12,38,94,177,0.614
player17998,1994,NYY,AL,123,57,13,54,3,78,38,130,0.947
player17999,2005,HOU,NL,76,308,100,77,57,23,10,142,0.25
player18000,1999,ATL,AL,123,204,3,119,21,20,48,100,0.583
player18001,2003,HOU,NL,137,444,138,21,52,19,75,3,0.047
player18002,1993,BOS,NL,90,223,60,149,54,43,89,109,0.668
player18003,1987,HOU,NL,149,111,85,153,52,47,80,69,1.378
player18004,1994,CHC,NL,1,536,114,10,39,5,94,51,0.019
player18005,1992,CHC,NL,6,246,32,63,27,71,87,121,0.256
player18006,2003,LAD,AL,111,79,105,13,16,30,71,147,0.165
